Expr1	CAS	Systematic Name	Synonyms	Molecular Weight in kg/kmol	Formula	Boiling Point in K	Melting Point in K	Flash Point in K	Vapor Pressure in kPa	Viscosity in kg/m-s	Thermal Conductivity in J/(m-s-K)	Surface Tension in kg/s2	Density in kg/m3	Oral Rat LD50 in mg/kg	Fathead Minnow LC50 in mg/L	Boiling Point Source	Melting Point Source	Flash Point Source	Vapor Pressure Source	Viscosity Source	Thermal Conductivity Source	Surface Tension Source	Density Source	Oral Rat LD50 Source	Fathead Minnow LC50 Source	g_ethanol	g_acetone	g_diethyl_ether	g_water	g_benzene	g_cis_2_heptene	g_n_propyl_chloride	g_n_heptadecane	g_n_propylamine	g_dimethyl_disulfide	OSHA_TWA	GWP	PCO	OD	AP	antoineConstantA	antoineConstantB	antoineConstantC	antoineTmin	antoineTmax	antoineSource	Est Tc in K	Est Pc in bar	Est omega
8	695-06-7	5-ethyloxolan-2-one	2(3H)-Furanone, 5-ethyldihydro-;4-Ethyl-4-butanolide;4-Ethyl-4-hydroxybutanoic acid lactone;4-Hexanolide;4-Hydroxyhexanoic acid lactone;5-17-09-00040 (Beilstein Handbook Reference);5-Ethyldihydro-2(3H)-furanone;5-Ethyltetrahydro-2-furanone;57129-70-1;6-Caprolactone;695-06-7;AI3-36655;BRN 0107260;EINECS 211-778-8;FEMA No. 2556;Hexan-4-olide;Hexanoic acid, 4-hydroxy-, gamma-lactone;Hexanolide-1,4;NSC 134769;NSC 24255;Tonkalide;Toukalide;UNII-J16NAT1G41;gamma-Caprolactone;gamma-Ethyl-n-butyrolactone;gamma-Ethylbutyrolactone;gamma-Hexalactone;gamma-Hexanolactone;	114.14	C6H10O2	488.65	255.15	371.45	3.60E-02	1.45e-03	0.14	0.03	1020.00	7634.07	824.60	Exp	Exp	Exp	Pred-HC	Pred-HC	Pred-Propred	Pred-Cranium	Exp	Pred-HC	Pred-HC	3.51	1.36	1.04	14.73	1.19	1.88	0.89	3.60	0.84	0.56												734.96	41.86	0.49
8	695-12-5	ethenylcyclohexane	4-05-00-00268 (Beilstein Handbook Reference);695-12-5;BRN 1304663;Cyclohexane, ethenyl- (9CI);Cyclohexane, vinyl-;Cyclohexylethene;Cyclohexylethylene;EINECS 211-779-3;Ethenylcyclohexane;NSC 73939;Vinylcyclohexane;	110.20	C8H14	401.15	169.33	294.25	1.84E+00	7.9e-04	0.12	0.02	860.00	3769.07	2.65	Exp	Pred-HC	Exp	Pred-HC	Pred-HC	Pred-HC	Pred-HC	Exp	Pred-HC	Pred-HC	18.40	3.47	1.03	6.98	1.25	1.05	1.36	0.66	2.01	0.86												604.26	32.33	0.26
8	695-98-7	2,3,5-trimethylpyridine	2,3,5-Trimethylpyridine;695-98-7;EINECS 211-786-1;Pyridine, 2,3,5-trimethyl-;	121.18	C8H11N	457.15	266.46	315.95	1.59E-01	1.41e-03	0.14	0.03	940.00	614.10	78.50	Exp	Pred-HC	Exp	Pred-HC	Pred-HC	Pred-HC	Pred-HC	Exp	Pred-HC	Pred-HC	12.07	1.77	0.86	577.27	1.01	1.51	0.87	1.15	1.54	1.01						6.40	1711.87	-68.23	303.30	518.09	Yaws	674.87	36.57	0.35
8	696-29-7	propan-2-ylcyclohexane	696-29-7;Cyclohexane, (1-methylethyl)-;Cyclohexane, isopropyl- (8CI);EINECS 211-792-4;Hexahydrocumene;Iso-propylcyclohexane;Isopropylcyclohexane;NSC 73963;Normanthane;	126.24	C9H18	427.95	183.75	308.75	6.40E-01	1.28e-03	0.10	0.02	800.00	4847.34	0.72	Exp	Exp	Exp	Exp	Pred-HC	Pred-HC	Exp	Exp	Pred-HC	Pred-HC	19.20	6.36	1.11	100.87	1.47	1.05	1.29	0.74	3.19	1.34			0.34			6.22	1608.05	-47.00	183.76	627.00	Yaws	620.04	28.06	0.32
8	696-30-0	4-propan-2-ylpyridine	4-(1-Methylethyl)pyridine;4-Isopropylpyridine;4-iso-Propylpyridine;696-30-0;EINECS 211-794-5;Pyridine, 4-(1-methylethyl)-;	121.18	C8H11N	451.15	218.25	340.57	1.19E-01	1.59e-03	0.12	0.03	920.00	383.75	143.54	Exp	Exp	Pred-HC	Pred-HC	Pred-HC	Pred-HC	Exp	Pred-HC	Pred-HC	Pred-HC	12.16	2.01	0.99	271.47	1.03	1.33	1.04	1.26	1.42	1.51						6.40	1690.77	-66.57	298.91	511.50	Yaws	678.00	36.52	0.35
8	696-44-6	N,3-dimethylaniline	696-44-6;Aniline, N,m-dimethyl-;Benzenamine, N,3-dimethyl-;EINECS 211-795-0;N,3-Dimethylaniline;N-3-Dimethylbenzenamine;N-Methyl-3-methylaniline;N-Methyl-m-toluidine;NSC 9396;m,N-Dimethylaniline;m-Toluidine, N-methyl- (8CI);	121.18	C8H11N	479.65	262.51	350.45	1.47E-02	2.17e-03	0.14	0.03	970.00	739.95	65.44	Exp	Pred-HC	Exp	Pred-HC	Pred-HC	Pred-HC	Pred-HC	Exp	Pred-HC	Pred-HC	3.21	1.14	0.65	45.02	1.33	0.91	0.68	0.53	0.96	0.86						6.42	1791.02	-74.49	319.79	542.83	Yaws	710.51	36.72	0.46
8	696-59-3	2,5-dimethoxyoxolane	2,5-Dimethoxytetrahydrofuran;696-59-3;AI3-61757;Dimethoxytetrahydrofuran (VAN);EINECS 211-797-1;Furan, tetrahydro-2,5-dimethoxy-;NSC 7911;Tetrahydro-2,5-dimethoxyfuran;	132.16	C6H12O3	418.85	262.20	308.15	8.68E-01	1.68e-03	0.14	0.02	1020.00	3345.44	1039.67	Exp	Pred-HC	Exp	Pred-HC	Pred-HC	Pred-HC	Pred-HC	Exp	Pred-HC	Pred-HC	2.23	0.91	1.64	16.75	0.62	3.91	3.96	27.82	1.52	0.69												643.02	36.60	0.52
8	696-82-2	2,4,6-tris(fluoranyl)pyrimidine	2,4,6-Trifluoropyrimidine;696-82-2;EINECS 211-801-1;	134.06	C4HN2F3	371.15	272.64	308.85	5.21E-01	1.33e-03	0.10	0.03	1510.00	974.60	164.90	Exp	Pred-HC	Exp	Pred-HC	Pred-Propred	Pred-HC	Pred-HC	Exp	Pred-HC	Pred-HC	13.41	1.27	1.83	6.33	1.13	2.92	1.52	5.38	1.59	1.52												627.16	51.85	0.30
8	698-01-1	2-chloranyl-N,N-dimethyl-aniline	2-Chloro-N,N-dimethylaniline;698-01-1;Aniline, o-chloro-N,N-dimethyl-;Benzenamine, 2-chloro-N,N-dimethyl-;HSDB 2719;o-Chloro-N,N-dimethylaniline;	155.62	C8H10NCl	478.15	262.50	347.55	2.53E-02	1.6e-03	0.13	0.03	1120.00	849.44	34.67	Exp	Pred-HC	Exp	Pred-HC	Pred-HC	Pred-HC	Pred-HC	Exp	Pred-HC	Pred-HC	2.18	1.19	0.81	16.16	1.07	1.10	0.80	1.18	0.95	1.04												719.14	31.85	0.41
8	698-76-0	6-propyloxan-2-one	104426-32-6;2H-Pyran-2-one, tetrahydro-6-propyl-;5-17-09-00068 (Beilstein Handbook Reference);5-Hydroxyoctanoic acid lactone;5-Octalactone;5-Octanolide;5-Propyl-5-hydroxypentanoic acid lactone;698-76-0;BRN 0111515;EINECS 211-820-5;FEMA No. 3214;Octanoic acid, 5-hydroxy-, lactone (6CI);Tetrahydro-6-propyl-2H-pyran-2-one;UNII-8AA944C37V;delta-Octalactone;delta-Propyl-delta-valerolactone;	142.20	C8H14O2	508.43	257.40	398.15	2.92E-03	2.25e-03	0.16	0.03	1000.00	6472.71	72.32	Pred-HC	Pred-HC	Exp	Pred-HC	Pred-HC	Pred-Propred	Pred-Cranium	Exp	Pred-HC	Pred-HC	3.76	1.50	0.87	17.52	1.03	1.44	0.80	2.44	0.81	0.58												756.21	35.86	0.56
8	698-87-3	Benzeneethanol, a-methyl-	1-Phenyl-2-propanol;1-Phenylpropan-2-ol;14898-87-4;2-Hydroxy-1-phenylpropane;2-Propanol, 1-phenyl-;4-06-00-03192 (Beilstein Handbook Reference);698-87-3;AI3-05531;BRN 3195621;Benzeneethanol, alpha-methyl-;Benzyl methyl carbinol;EINECS 211-821-0;NSC 53553;Phenethyl alcohol, alpha-methyl-;alpha-Methyl-phenethyl alcohol;alpha-Methylbenzeneethanol;	136.19	C9H12O	498.54	290.92	364.24	8.39E-03	8.45e-03	0.14	0.03	1010.00	1615.57	90.15	Pred-HC	Pred-HC	Pred-HC	Pred-HC	Pred-HC	Pred-HC	Pred-HC	Pred-HC	Pred-HC	Pred-HC	1.22	0.98	1.10	9.15	1.43	3.63	1.30	22.12	0.38	0.14														
8	699-02-5	2-(4-methylphenyl)ethanol	2-(4-Methylphenyl)ethanol;2-(p-Methylphenyl)ethanol;2-p-Tolylethanol;4-Methylbenzeneethanol;4-Methylphenethyl alcohol;699-02-5;AI3-05848;Benzeneethanol, 4-methyl-;EINECS 211-824-7;NSC 5295;NSC 54360;Phenethyl alcohol, p-methyl- (8CI);p-Methylphenethyl alcohol;p-Methylphenylethyl alcohol;	136.19	C9H12O	517.65	290.86	380.35	4.13E-03	8.6e-03	0.14	0.03	1000.00	1396.18	70.22	Exp	Pred-HC	Exp	Pred-HC	Pred-HC	Pred-HC	Pred-HC	Exp	Pred-HC	Pred-HC	1.16	0.99	1.08	10.35	1.49	3.96	1.31	23.74	0.41	0.13												703.33	35.06	0.74
8	699-17-2	4-(furan-2-yl)butan-2-one	2-Butanone, 4-(2-furanyl)-;2-Butanone, 4-(2-furyl)-;4-(2-Furyl)-2-butanone;4-(2-Furyl)butan-2-one;4-17-00-04559 (Beilstein Handbook Reference);699-17-2;AI3-19477;BRN 0112135;EINECS 211-831-5;Furfurylacetone;	138.16	C8H10O2	476.15	269.46	359.91	5.87E-02	2.14e-03	0.15	0.03	1010.00	763.35	189.66	Exp	Pred-HC	Pred-Cranium	Pred-HC	Pred-HC	Pred-HC	Pred-HC	Pred-HC	Pred-HC	Pred-HC	2.40	0.96	1.10	21.92	0.97	2.72	0.69	9.14	1.08	0.62												669.57	35.35	0.49
8	700-58-3	adamantan-2-one	2-Adamantanone;2-Adamantone;2-Oxoadamantane;700-58-3;AI3-34003;Adamantanone;BRN 1210235;EINECS 211-847-2;NSC 126345;Tricyclo(3.3.1.1(sup 3,7))decanone;Tricyclo(3.3.1.13,7)decan-2-one;Tricyclo(3.3.1.13,7)decanone (9CI);	150.22	C10H14O	505.11	297.25	368.85	3.23E-03	8.96e-03	0.13	0.03	1100.00	2695.55	60.78	Pred-Propred	Pred-Propred	Exp	Pred-HC	Pred-HC	Pred-HC	Pred-Cranium	Exp	Pred-HC	Exp	16.46	7.60	1.52	64.80	1.57	1.25	1.62	0.55	4.96	1.10												794.02	31.60	0.37
8	700-75-4	2-methoxy-N,N-dimethyl-aniline	700-75-4;Benzenamine, 2-methoxy-N,N-dimethyl-;	151.21	C9H13NO	483.15	283.45	332.35	1.87E-02	2.25e-03	0.14	0.03	940.00	598.67	81.07	Exp	Pred-HC	Exp	Pred-HC	Pred-HC	Pred-HC	Pred-HC	Exp	Pred-HC	Pred-HC	2.78	0.91	0.73	20.67	1.03	0.98	0.57	2.53	0.71	0.42												709.57	29.32	0.52
8	700-88-9	cyclopentylbenzene	700-88-9;Benzene, cyclopentyl-;	146.23	C11H14	492.15	239.00	347.78	2.13E-02	2.83e-03	0.12	0.03	930.00	4005.57	7.62	Exp	Pred-HC	Pred-HC	Pred-HC	Pred-HC	Pred-HC	Pred-HC	Pred-HC	Pred-HC	Pred-HC	14.12	1.98	0.89	144.39	0.93	1.36	0.95	1.70	1.22	0.84												732.68	29.97	0.34
8	701-97-3	3-cyclohexylpropanoic acid	3-Cyclohexanepropionic acid;3-Cyclohexylpropanoic acid;3-Cyclohexylpropionic acid;701-97-3;AI3-14244;Cyclohexanepropanoic acid;Cyclohexanepropionic acid;Cyclohexanepropionic acid (8CI);EINECS 211-861-9;NSC 404945;	156.22	C9H16O2	549.65	289.15	404.65	4.53E-05	0.01	0.14	0.03	1000.00	3448.69	47.02	Exp	Exp	Exp	Pred-HC	Pred-HC	Pred-HC	Pred-HC	Exp	Pred-HC	Pred-HC	2.23	1.88	1.76	15.95	2.12	3.40	1.91	22.54	1.56	0.75												746.29	31.46	0.72
8	702-79-4	1,3-dimethyladamantane	1,3-Dimethyltricyclo(3.3.1.13,7)decane;702-79-4;EINECS 211-870-8;	164.29	C12H20	505.91	290.53	325.15	6.29E-04	9.19e-03	0.11	0.03	970.00	4301.06	10.30	Pred-HC	Pred-HC	Exp	Pred-HC	Pred-HC	Pred-HC	Pred-HC	Exp	Pred-HC	Pred-HC	19.96	6.37	1.14	91.83	1.34	1.09	1.28	0.89	3.40	1.19			0.20									674.10	21.23	0.19
8	704-01-8	N1,N1,N2,N2-tetramethylbenzene-1,2-diamine	1,2-Benzenediamine, N,N,N',N'-tetramethyl-;1,2-Benzenediamine, N1,N1,N2,N2-tetramethyl-;1,2-Bis(dimethylamino)benzene;4-13-00-00042 (Beilstein Handbook Reference);704-01-8;AI3-51107;BRN 2209310;EINECS 211-878-1;N,N,N',N'-Tetramethyl-o-phenylenediamine;N,N,N',N'-Tetramethylbenzene-1,2-diamine;N,N,N,N-Tetramethyl-1,2-benzenediamine;NSC 97344;o-Phenylenebis(dimethylamine);o-Phenylenediamine, N,N,N',N'-tetramethyl-;	164.25	C10H16N2	488.65	282.05	364.15	9.39E-03	2.46e-03	0.13	0.03	960.00	1275.93	155.92	Exp	Exp	Pred-HC	Pred-HC	Pred-HC	Pred-Propred	Pred-HC	Pred-HC	Pred-HC	Pred-HC	5.11	1.71	0.75	56.88	1.16	0.91	0.81	0.84	1.06	1.49												732.94	25.78	0.53
8	705-73-7	1-phenylpentan-2-ol	1-Phenyl-2-pentanol;116724-04-0;2-Hydroxy-1-phenylpentane;705-73-7;Benzeneethanol, alpha-propyl-;Benzylbutyl alcohol;Benzylpropylcarbinol;DL-1-Phenylpentan-2-ol;EINECS 211-887-0;FEMA No. 2953;Phenethyl alcohol, alpha-propyl-;alpha-Propylbenzeneethanol;alpha-Propylphenethyl alcohol;	164.24	C11H16O	518.96	270.42	376.33	1.12E-02	0.01	0.13	0.03	960.00	2683.38	22.57	Pred-HC	Pred-HC	Pred-HC	Pred-HC	Pred-HC	Pred-HC	Pred-HC	Pred-HC	Pred-HC	Pred-HC	1.23	0.92	0.85	9.79	1.18	2.44	1.06	10.70	0.31	0.14												717.70	29.00	0.81
8	705-86-2	6-pentyloxan-2-one	2H-Pyran-2-one, tetrahydro-6-pentyl-;35221-79-5;5-17-09-00090 (Beilstein Handbook Reference);5-Amyl-5-hydroxypentanoic acid lactone;5-Decalactone;5-Decanolide;5-Hydroxydecanoic acid delta-lactone;5-Pentyl-5-pentanolide;6-Pentyltetrahydro-2H-pyran-2-one;705-86-2;AI3-36028;Amyl-delta-valerolactone;BRN 0117520;Decan-5-olide;Decanolide-1,5;EINECS 211-889-1;FEMA No. 2361;Tetrahydro-6-pentyl-2H-pyran-2-one;UNII-CNA0S5T234;delta-Decalactone (natural);delta-Pentyl-delta-valerolactone;delta-decalactone;	170.25	C10H18O2	565.67	243.32	379.25	6.23E-04	3.5e-03	0.16	0.03	950.00	4784.77	13.71	Pred-HC	Pred-HC	Exp	Pred-HC	Pred-HC	Pred-Propred	Pred-Cranium	Exp	Pred-HC	Pred-HC	3.98	1.58	0.77	22.58	0.93	1.19	0.74	1.95	0.82	0.67												774.81	29.41	0.63
8	706-14-9	5-hexyloxolan-2-one	1336-42-1;2(3H)-Furanone, 5-hexyldihydro-;2-Decalactone;2825-92-5;4-Hexyl-4-hydroxybutanoic acid lactone;4-Hexyl-gamma-butyrolactone;4-Hydroxydecanoic acid, gamma-lactone;5-17-09-00093 (Beilstein Handbook Reference);5-Hexyldihydro-2(3H)-furanone;5-Hexyltetrahydro-2-furanone;706-14-9;AI3-36026;BRN 0117547;Decan-4-olide;Decanoic acid, 4-hydroxy-, gamma-lactone;Decanoic acid, gamma-lactone;Decanolide-1,4;EINECS 211-892-8;FEMA No. 2360;Hydroxydecanoic acid gamma-lactone;Hydroxydecanoic acid, gamma-lactone;NSC 24248;NSC 26510;UNII-7HLS05KP9O;gamma-Decalactone;gamma-Decalactone (natural);gamma-Hexyl-gamma-butyrolactone;gamma-n-Decalactone;gamma-n-Hexyl-gamma-butyrolactone;	170.25	C10H18O2	562.44	240.66	419.15	1.53E-03	3.33e-03	0.14	0.03	950.00	5340.21	18.00	Pred-HC	Pred-HC	Exp	Pred-HC	Pred-HC	Pred-Propred	Pred-Cranium	Exp	Pred-HC	Exp	4.03	1.59	0.79	26.60	0.93	1.18	0.75	1.90	0.83	0.80												774.37	27.88	0.64
8	706-79-6	1,2-bis(chloranyl)-3,3,4,4,5,5-hexakis(fluoranyl)cyclopentene	1,2-Dichloro-3,3,4,4,5,5-hexafluorocyclopentene;1,2-Dichlorohexafluoro-1-cyclopentene;1,2-Dichlorohexafluorocyclopentene;1,2-Dichloroperfluorocyclopentene;4-05-00-00213 (Beilstein Handbook Reference);706-79-6;BRN 2053012;Cyclopentene, 1,2-dichloro-3,3,4,4,5,5-hexafluoro-;Cyclopentene, 1,2-dichlorohexafluoro-;Cyclopentene-26;EINECS 211-895-4;NSC 41877;	244.95	C5Cl2F6	363.85	167.35	290.30	1.05E+00	1.463775e-03	0.07	0.01	1650.00	279.95	28.89	Exp	Exp	Pred-HC	Pred-HC	Pred-Cranium	Pred-HC	Pred-Cranium	Pred-HC	Exp	Pred-HC	0.53	0.79	2.62	0.93	1.79	8.28	1.60	468.10	1.35	0.91												578.37	31.31	0.38
8	713-36-0	1-methyl-2-(phenylmethyl)benzene	1-Methyl-2-benzylbenzene;2-Benzyltoluene;2-Methyldiphenylmethane;713-36-0;Benzene, 1-methyl-2-(phenylmethyl)-;EINECS 211-927-7;Methane, phenyl-o-tolyl- (8CI);NSC 75366;Phenyl-o-tolylmethane;alpha-Phenyl-o-xylene;o-Benzyltoluene;o-Tolylphenylmethane;	182.26	C14H14	553.65	279.75	395.45	6.09E-04	3.03e-03	0.12	0.03	980.00	2825.70	2.30	Exp	Exp	Exp	Pred-HC	Pred-HC	Pred-HC	Pred-HC	Exp	Pred-HC	Pred-HC	11.45	1.24	0.82	446.61	0.78	1.72	0.78	4.02	1.30	0.87						6.32	2014.99	-87.44	498.51	784.15	Yaws	784.21	25.85	0.48
8	713-95-1	6-heptyloxan-2-one	2H-Pyran-2-one, 6-heptyltetrahydro-;3051-22-7;5-Dodecalactone;5-Dodecanolide;5-Hydroxydodecanoic acid lactone;713-95-1;AI3-36030;Dodecan-5-olide;Dodecanoic acid, 5-hydroxy-, delta-lactone;Dodecanolide-1,5;EINECS 211-932-4;FEMA No. 2401;HSDB 292;UNII-33DIC582TL;delta-Dodecalactone;delta-Dodecalactone (natural);delta-Heptyl-delta-valerolactone;n-Heptyl-delta-valerolactone;	198.30	C12H22O2	561.95	261.15	413.74	2.36E-05	4.2e-03	0.17	0.03	940.00	5436.45	2.91	Pred-Propred	Exp	Pred-HC	Pred-Lee_Kesler	Pred-HC	Pred-Propred	Pred-Cranium	Exp	Pred-HC	Pred-HC	4.13	1.63	0.71	27.21	0.85	1.04	0.70	1.70	0.81	0.76												791.67	24.56	0.71
8	717-74-8	1,3,5-tri(propan-2-yl)benzene	1,3,5-Triisopropylbenzene;2,4,6-Triisopropylbenzene;717-74-8;AI3-51088;Benzene, 1,3,5-triisopropyl- (8CI);Benzene, 1,3,5-tris(1-methylethyl)-;EINECS 211-941-3;NSC 403075;	204.35	C15H24	511.15	265.75	359.85	6.92E-04	0.01	0.11	0.02	840.00	4845.15	0.84	Exp	Exp	Exp	Pred-HC	Pred-HC	Pred-HC	Pred-HC	Exp	Pred-HC	Pred-HC	13.73	1.91	0.72	693.55	0.88	0.93	0.81	1.14	1.09	1.62			1.71			6.42	1891.31	-83.25	342.31	577.88	Yaws	724.22	17.41	0.51
8	753-89-9	1-chloranyl-2,2-dimethyl-propane	1-Chloro-2,2-dimethylpropane;753-89-9;EINECS 212-040-8;Neopentyl chloride;Propane, 1-chloro-2,2-dimethyl-;	106.59	C5H11Cl	357.45	253.15	264.25	8.61E+00	6.2e-04	0.09	0.02	870.00	1749.71	49.57	Exp	Exp	Exp	Pred-HC	Pred-HC	Pred-HC	Pred-HC	Exp	Pred-HC	Pred-HC	13.05	1.04	1.19	6.46	1.03	1.32	0.97	1.10	1.04	1.54						5.94	1184.70	-57.00	256.15	546.97	Yaws	557.44	35.38	0.25
8	754-34-7	1,1,1,2,2,3,3-heptakis(fluoranyl)-3-iodanyl-propane	1,1,1,2,2,3,3-Heptafluoro-3-iodopropane;1,1,2,2,3,3,3-Heptafluoro-1-iodopropane;1-Iodoheptafluoropropane;1-Iodoperfluoropropane;1-Perfluoropropyl iodide;754-34-7;EINECS 212-045-5;Heptafluoro-1-iodopropane;Heptafluoropropyl iodide;NSC 66409;Perfluoropropyl iodide;Propane, 1,1,1,2,2,3,3-heptafluoro-3-iodo-;Propane, heptafluoro-1-iodo-;	295.93	C3F7I	314.35	178.15	276.55	3.10E+00	6.3e-04	0.04	0.01	2190.00	3424.57	7.65	Exp	Exp	Exp	Pred-Lee_Kesler	Pred-HC	Pred-HC	Pred-HC	Exp	Pred-HC	Pred-HC	1.71	1.55	8.10	0.99	3.06	42.09	3.30	48699.40	2.79	0.96												572.86	32.70	0.33
8	756-09-2	2,2,3,3-tetrakis(fluoranyl)propanoic acid	2,2,3,3-Tetrafluoropropionic acid;756-09-2;EINECS 212-049-7;Flupropanate;Flupropanate [ISO];UNII-376KS3J2Q6;	146.04	C3H2O2F4	407.15	266.91	312.05	1.62E+00	2.58e-03	0.10	0.02	1540.00	397.96	945.61	Exp	Pred-HC	Exp	Pred-HC	Pred-HC	Pred-HC	Pred-HC	Exp	Pred-HC	Pred-HC	1.20	1.79	15.14	0.95	5.77	119.37	7.63	390376.22	4.34	1.05												620.90	46.10	0.59
8	756-79-6	[methoxy(methyl)phosphoryl]oxymethane	351011-43-3;4-04-00-03499 (Beilstein Handbook Reference);756-79-6;880251-70-7;AI3-08678;BRN 0878263;CCRIS 876;DMMP;Dimethoxymethylphosphine oxide;Dimethyl methanephosphonate;Dimethyl methylphosphonate;Dimethylmethylphosphonate;EINECS 212-052-3;Fyrol DMMP;HSDB 2590;Methanephosphonic acid dimethyl ester;Methyl phosphonic acid, dimethyl ester;NCI-C54762;NSC 62240;Phosphonic acid, P-methyl-, dimethyl ester;Phosphonic acid, methyl-, dimethyl ester;Phosphonic acid, methyl-,dimethyl ester;Pyrol dmmp;	124.08	C3H9O3P	454.15	232.49	342.05	1.28E-01	1.06e-03	0.13	0.03	1140.00	8217.44	173.90	Exp	Pred-HC	Exp	Exp	Pred-HC	Pred-HC	Pred-HC	Exp	Exp	Pred-HC	23.47	7.67	1.18	1808.50	2.23	0.92	1.65	0.23	2.90	6.99						3.82	444.79	-224.55	336.00	408.00	NIST	611.96		
8	758-96-3	N,N-dimethylpropanamide	4-04-00-00184 (Beilstein Handbook Reference);758-96-3;AI3-36614;BRN 1740719;Dimethylamide of propionic acid;EINECS 212-064-9;N,N-Dimethylpropionamide;Propanamide, N,N-dimethyl-;Propionamide, N,N-dimethyl;	101.15	C5H11NO	447.65	228.15	338.95	7.87E-02	1.93e-03	0.16	0.03	880.00	2465.97	263.86	Exp	Exp	Exp	Pred-HC	Pred-HC	Pred-HC	Pred-Cranium	Exp	Pred-HC	Pred-HC	0.84	1.01	1.51	2.12	1.00	3.52	0.62	20.21	0.97	0.73												674.07	36.26	0.40
8	759-36-4	diethyl 2-propan-2-ylpropanedioate	759-36-4;AI3-05608;Diethyl isopropylmalonate;EINECS 212-068-0;Propanedioic acid, (1-methylethyl)-, diethyl ester;	202.25	C10H18O4	488.15	264.49	369.45	6.39E-03	1.46e-03	0.13	0.02	1000.00	3258.00	10.22	Exp	Pred-HC	Exp	Pred-HC	Pred-HC	Pred-HC	Pred-HC	Exp	Pred-HC	Pred-HC	1.50	0.99	0.75	5.41	0.63	1.02	0.63	4.08	0.67	0.68												683.24	22.41	0.69
8	760-20-3	3-methylpent-1-ene	1-Pentene, 3-methyl-;1-Pentene, 3-methyl- (8CI)(9CI);3-Methyl-1-pentene;3-Methylpent-1-ene;760-20-3;EINECS 212-076-4;NSC 73909;	84.16	C6H12	327.35	120.15	250.55	3.59E+01	2.6e-04	0.12	0.01	680.00	2915.45	7.68	Exp	Exp	Pred-HC	Exp	Pred-HC	Pred-HC	Pred-HC	Pred-HC	Pred-HC	Pred-HC	21.42	3.38	1.03	8.69	1.34	0.99	1.51	0.55	1.98	2.19			1.68			6.19	1245.53	-30.11	120.20	495.00	Yaws	494.08	31.82	0.23
8	760-21-4	3-methylidenepentane	1-Butene, 2-ethyl- (8CI);2-Ethyl-1-butene;2-Ethylbut-1-ene;3-Methylenepentane;760-21-4;EINECS 212-078-5;NSC 74120;Pentane, 3-methylene-;	84.16	C6H12	337.85	141.65	252.96	2.33E+01	2.7e-04	0.12	0.01	690.00	8669.35	8.16	Exp	Exp	Pred-HC	Exp	Pred-HC	Pred-HC	Pred-HC	Pred-HC	Pred-HC	Pred-HC	20.54	3.68	1.03	10.91	1.49	1.00	1.49	0.58	2.04	2.56			1.41			6.09	1233.98	-35.73	141.61	512.00	Yaws	503.82	32.17	0.26
8	760-23-6	3,4-bis(chloranyl)but-1-ene	1,2-Dichloro-3-butene;1,2-Dichloro-3-butene (racemic mixture);1-Butene, 3,4-dichloro-;1-Butene, 3,4-dichloro- (racemic mixture);1-Butene, 3,4-dichloro-, (+-)-;3,4-Dichloro-1-butene;3,4-Dichlorobut-1-ene;3,4-Dichlorobutene-1;3,4-Dichlorobutene-1 (racemic mixture);4-01-00-00772 (Beilstein Handbook Reference);64037-54-3;760-23-6;BRN 1739135;CCRIS 8555;EINECS 212-079-0;HSDB 5751;	125.00	C4H6Cl2	389.15	212.15	305.75	2.92E+00	9.1e-04	0.13	0.03	1100.00	488.05	8.18	Exp	Exp	Pred-HC	Exp	Pred-HC	Pred-HC	Pred-HC	Pred-HC	Pred-HC	Exp	11.02	0.81	1.64	1.14	0.77	2.51	1.04	5.07	0.96	0.67						6.28	1469.73	-44.53	212.00	589.00	Yaws	608.15	39.86	0.24
8	760-79-2	N,N-dimethylbutanamide	4-04-00-00185 (Beilstein Handbook Reference);760-79-2;AI3-36713;BRN 1742172;Butanamide, N,N-dimethyl-;Butyramide, N,N-dimethyl-;N,N-Dimethyl-n-butyramide;N,N-Dimethylbutanamide;N,N-Dimethylbutyramide;NSC 54115;	115.17	C6H13NO	459.15	233.15	344.66	2.27E-02	2.23e-03	0.15	0.03	870.00	2339.10	180.16	Exp	Exp	Pred-HC	Pred-HC	Pred-HC	Pred-HC	Pred-Cranium	Pred-HC	Pred-HC	Pred-HC	0.88	1.01	1.28	2.36	0.91	2.73	0.56	12.43	0.88	0.72												688.84	32.73	0.44
8	762-21-0	diethyl but-2-ynedioate	2-Butynedioic acid, diethyl ester;762-21-0;AI3-04336;Diethyl 2-butynedioate;EINECS 212-095-8;	170.16	C8H10O4	496.72	274.65	386.24	2.98E-03	1.53e-03	0.14	0.03	1050.00	1273.93	32.86	Pred-Propred	Exp	Pred-HC	Pred-Lee_Kesler	Pred-HC	Pred-HC	Exp	Pred-HC	Pred-HC	Pred-HC	0.94	0.71	1.13	1.84	0.55	1.62	0.79	19.23	0.76	0.59												688.32	31.79	0.70
